InstanceCode	DateTime(UTC)	ResolutionCode	AreaCode	AreaDisplayName	AreaTypeCode	MapCode	ContractType	Sequence	Price[Currency/MWh]	Currency	UpdateTime(UTC)
a020749f29beaee003805ee7d16ae8ed	2017-05-01 00:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-4.45	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 00:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-4.09	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 00:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-3.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 00:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-0.49	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 01:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	3.99	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 01:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-3.52	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 01:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-0.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 01:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-1.10	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 02:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	7.36	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 02:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	7.70	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 02:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-0.90	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 02:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-6.01	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 03:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	6.53	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 03:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.28	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 03:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	2.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 03:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	2.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 04:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	5.18	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 04:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	6.19	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 04:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	4.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 04:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 05:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.93	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 05:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	11.27	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 05:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	7.70	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 05:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	12.10	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 06:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	5.10	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 06:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.10	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 06:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	9.34	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 06:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	17.54	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 07:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	12.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 07:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.60	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 07:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	13.81	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 07:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	9.79	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 08:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	9.02	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 08:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	12.81	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 08:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.32	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 08:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.69	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 09:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	6.63	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 09:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	15.14	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 09:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	15.42	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 09:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.12	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 10:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	21.40	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 10:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	14.37	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 10:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	0.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 10:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	3.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 11:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	17.80	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 11:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	11.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 11:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	5.02	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 11:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-5.58	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 12:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	12.55	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 12:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	10.66	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 12:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	8.24	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 12:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	9.68	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 13:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	6.44	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 13:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	9.79	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 13:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	15.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 13:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	17.53	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 14:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	2.35	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 14:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	10.94	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 14:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	16.35	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 14:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	24.36	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 15:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	-0.47	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 15:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	14.81	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 15:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.41	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 15:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	30.26	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 16:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	15.92	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 16:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	30.95	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 16:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	35.91	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 16:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	37.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 17:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.02	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 17:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.96	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 17:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.58	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 17:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	36.82	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 18:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.82	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 18:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.55	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 18:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.80	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 18:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	34.62	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 19:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 19:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.22	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 19:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	36.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 19:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.30	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 20:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	40.90	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 20:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.67	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 20:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	28.82	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 20:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.00	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 21:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	34.79	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 21:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.20	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 21:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	28.44	EUR	2024-10-03 13:27:07
a020749f29beaee003805ee7d16ae8ed	2017-05-01 21:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	16.76	EUR	2024-10-03 13:27:07
e56436768972fc0e48df78046e75cec8	2017-05-01 22:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	35.92	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 22:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	23.48	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 22:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	27.47	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 22:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	17.30	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 23:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.67	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 23:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	21.70	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 23:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	27.26	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-01 23:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	16.19	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 00:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.72	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 00:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.09	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 00:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	18.10	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 00:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	19.10	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 01:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.63	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 01:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	17.80	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 01:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.71	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 01:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	27.00	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 02:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	19.21	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 02:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	28.65	EUR	2024-10-03 13:27:17
e56436768972fc0e48df78046e75cec8	2017-05-02 02:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	21.00	EUR	2024-10-03 13:27:17
