InstanceCode	DateTime(UTC)	ResolutionCode	AreaCode	AreaDisplayName	AreaTypeCode	MapCode	ContractType	Sequence	Price[Currency/MWh]	Currency	UpdateTime(UTC)
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 00:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.65	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 00:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.38	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 00:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.10	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 00:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	24.84	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 01:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.16	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 01:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	24.99	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 01:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	27.72	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 01:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.17	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 02:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	23.18	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 02:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	28.81	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 02:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.69	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 02:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.48	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 03:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.70	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 03:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.73	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 03:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.43	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 03:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	30.05	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 04:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.39	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 04:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	30.23	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 04:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	28.84	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 04:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.51	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 05:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	30.67	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 05:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	32.07	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 05:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.85	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 05:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.10	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 06:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	39.40	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 06:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	39.35	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 06:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	34.59	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 06:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.90	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 07:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	43.00	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 07:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	39.44	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 07:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.57	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 07:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.00	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 08:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	43.56	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 08:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.74	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 08:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.32	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 08:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.30	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 09:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	35.05	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 09:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	34.24	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 09:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.15	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 09:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	22.91	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 10:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	37.25	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 10:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	31.67	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 10:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	25.48	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 10:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	22.00	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 11:00:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	33.73	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 11:15:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	29.34	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 11:30:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	26.19	EUR	2024-10-03 13:26:55
c27b89d74dc4d440d8ac542b5304fad6	2017-04-01 11:45:00	PT15M	10YAT-APG------L	Austria (AT)	BZN	AT	Day-ahead	2	21.27	EUR	2024-10-03 13:26:55
